rank,name,profile,uid,changesets,map_changes,countries,editors,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
11,Txiko Joe,https://www.openstreetmap.org/user/Txiko%20Joe,20373666,9,22533,Portugal,iD 2.27.3,20758,151,111,1359,142,11,1,0,0,5,21,4.0,1.0,2.0,19.0,4.0,2.0,0.0,0.0,"{""natural"": 1212, ""barrier"": 71, ""landuse"": 65, ""name"": 5, ""place"": 4, ""intermittent"": 4, ""waterway"": 4, ""building"": 4, ""highway"": 2, ""ford"": 1, ""layer"": 1, ""tunnel"": 1, ""water"": 1, ""type"": 1}","{""natural"": 86, ""name"": 28, ""landuse"": 27, ""place"": 20, ""highway"": 19, ""barrier"": 8, ""surface"": 4, ""name:mwl"": 2, ""intermittent"": 2, ""waterway"": 2, ""bicycle"": 1, ""foot"": 1, ""horse"": 1, ""sac_scale"": 1, ""trail_visibility"": 1, ""width"": 1, ""source"": 1, ""wall"": 1, ""building"": 1, ""incline"": 1, ""tracktype"": 1, ""trees"": 1, ""water"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
12,jptolosa,https://www.openstreetmap.org/user/jptolosa,1975220,12,19485,Chile,JOSM/1.5 (18907 es),16207,2304,637,69,205,14,14,8,27,57,147,6.0,2.0,77.0,289.0,10.0,2.0,0.0,1.0,"{""highway"": 77, ""name"": 30, ""surface"": 25, ""oneway"": 15, ""type"": 14, ""crossing"": 13, ""lanes"": 13, ""traffic_calming"": 12, ""landuse"": 12, ""waterway"": 10, ""official_name"": 9, ""old_ref"": 9, ""source:ref"": 9, ""lit"": 8, ""implicit"": 8, ""restriction"": 8, ""direction"": 7, ""crossing_ref"": 6, ""building"": 6, ""noref"": 5, ""maxspeed"": 5, ""sidewalk"": 5, ""traffic_signals"": 4, ""ref"": 4, ""layer"": 4, ""footway"": 4, ""shoulder"": 3, ""tunnel"": 2, ""bridge"": 2, ""bus:lanes"": 2, ""alt_name"": 2, ""destination"": 2, ""tracktype"": 1, ""placement"": 1, ""turn:lanes"": 1, ""cycleway:left"": 1, ""cycleway:left:oneway"": 1, ""sidewalk:both:surface"": 1}","{""highway"": 289, ""surface"": 164, ""name"": 117, ""oneway"": 93, ""lanes"": 88, ""crossing"": 71, ""lit"": 54, ""barrier"": 43, ""kerb"": 43, ""tracktype"": 38, ""maxspeed"": 35, ""access"": 34, ""motor_vehicle"": 34, ""sidewalk"": 26, ""footway"": 20, ""tactile_paving"": 14, ""source:ref"": 13, ""ref"": 12, ""official_name"": 11, ""kerb:height"": 10, ""wheelchair"": 10, ""old_ref"": 10, ""crossing_ref"": 8, ""layer"": 8, ""type"": 8, ""direction"": 7, ""destination:street"": 6, ""noref"": 6, ""restriction"": 6, ""traffic_signals"": 5, ""crossing:markings"": 5, ""traffic_calming"": 5, ""alt_name"": 5, ""bridge"": 5, ""source"": 4, ""railway"": 4, ""crossing:island"": 4, ""foot"": 4, ""operator"": 4, ""bus:lanes"": 4, ""network"": 3, ""button_operated"": 3, ""traffic_signals:sound"": 3, ""traffic_signals:vibration"": 3, ""horse"": 3, ""maxspeed:type"": 3, ""tunnel"": 3, ""destination"": 3, ""cycleway:left"": 2, ""cycleway:both"": 2, ""electrified"": 2, ""frequency"": 2, ""gauge"": 2, ""passenger_lines"": 2, ""tracks"": 2, ""usage"": 2, ""voltage"": 2, ""waterway"": 2, ""building"": 2, ""cycleway:right"": 2, ""bicycle"": 2, ""colour"": 2, ""from"": 2, ""public_transport:version"": 2, ""route"": 2, ""to"": 2, ""noexit"": 1, ""attribution"": 1, ""bus"": 1, ""network:wikidata"": 1, ""public_transport"": 1, ""ref_name"": 1, ""route_ref"": 1, ""ts_calle"": 1, ""ts_codigo"": 1, ""ts_desde"": 1, ""ts_hacia"": 1, ""ts_orientacion"": 1, ""amenity"": 1, ""capacity"": 1, ""parking"": 1, ""entrance"": 1, ""emergency"": 1, ""fire_hydrant:type"": 1, ""ford"": 1, ""description"": 1, ""traffic_signals:direction"": 1, ""old_name"": 1, ""building:levels"": 1, ""building:material"": 1, ""height"": 1, ""noname"": 1, ""cycleway:right:separation:left"": 1, ""shoulder"": 1, ""cycleway:left:oneway"": 1, ""sidewalk:both:surface"": 1, ""admin_level"": 1, ""boundary"": 1, ""electrified:rail"": 1, ""line"": 1, ""natural"": 1, ""water"": 1, ""oneway:bicycle"": 1, ""service"": 1, ""busway:right"": 1, ""level"": 1}",#Kaart,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
13,Vladimir_Geroev,https://www.openstreetmap.org/user/Vladimir_Geroev,11602289,249,18344,Russian Federation,JOSM/1.5 (18822 ru),17750,263,10,306,12,0,3,0,0,0,0,0.0,0.0,0.0,0.0,27.0,2.0,0.0,0.0,"{""natural"": 279, ""waterway"": 27, ""width"": 24, ""intermittent"": 6, ""name"": 5, ""type"": 3}","{""natural"": 9, ""name"": 2, ""waterway"": 2, ""width"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
14,Libor Bednarik,https://www.openstreetmap.org/user/Libor%20Bednarik,4355439,12,16802,"Sudan,Chad",JOSM/1.5 (18907 cs),10160,4580,566,1355,18,123,0,0,0,0,0,1339.0,2.0,15.0,14.0,0.0,0.0,0.0,0.0,"{""building"": 1339, ""highway"": 15, ""landuse"": 1}","{""highway"": 14, ""source"": 7, ""surface"": 6, ""building"": 2, ""landuse"": 1, ""natural"": 1}","#hotosm-project-15495,#msf,#missingmaps,#WestDarfur2023",2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
15,Sander H,https://www.openstreetmap.org/user/Sander%20H,327477,3,16736,Netherlands,JOSM/1.5 (18907 en),6423,4471,3559,900,903,476,3,0,1,459,94,884.0,883.0,4.0,16.0,0.0,0.0,0.0,2.0,"{""source"": 1351, ""source:date"": 1351, ""ref:bag"": 893, ""building"": 884, ""start_date"": 880, ""addr:city"": 471, ""addr:housenumber"": 471, ""addr:street"": 471, ""addr:postcode"": 467, ""construction"": 89, ""landuse"": 10, ""highway"": 4, ""type"": 3, ""layer"": 2, ""service"": 2, ""note"": 2, ""barrier"": 1, ""name"": 1, ""zone:traffic"": 1, ""floating"": 1, ""mooring"": 1}","{""source"": 975, ""source:date"": 975, ""building"": 883, ""ref:bag"": 881, ""start_date"": 881, ""addr:city"": 94, ""addr:housenumber"": 94, ""addr:postcode"": 94, ""addr:street"": 94, ""highway"": 16, ""name"": 14, ""zone:traffic"": 9, ""maxspeed"": 8, ""mofa"": 3, ""moped"": 3, ""amenity"": 2, ""healthcare"": 2, ""phone"": 2, ""website"": 2, ""oneway"": 2, ""segregated"": 2, ""smoothness"": 2, ""surface"": 2, ""traffic_sign"": 2, ""access"": 2, ""email"": 1, ""opening_hours"": 1, ""service"": 1, ""heritage"": 1, ""heritage:operator"": 1, ""ref:rce"": 1, ""bicycle"": 1, ""foot"": 1, ""building:levels"": 1, ""height"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
16,Agronom1983,https://www.openstreetmap.org/user/Agronom1983,10483128,5,15932,"Turkey,Ukraine",JOSM/1.5 (18700 ru),12724,16,8,3173,8,2,1,0,0,0,0,3172.0,2.0,1.0,5.0,0.0,0.0,0.0,0.0,"{""building"": 3172, ""highway"": 1, ""landuse"": 1, ""type"": 1}","{""highway"": 5, ""source"": 4, ""surface"": 2, ""building"": 2, ""name"": 1, ""sac_scale"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
17,numide,https://www.openstreetmap.org/user/numide,1772800,28,15338,Algeria,iD 2.27.3,638,866,11541,101,205,1985,1,0,1,6,6,34.0,67.0,58.0,125.0,3.0,2.0,4.0,5.0,"{""highway"": 58, ""building"": 34, ""building:levels"": 13, ""amenity"": 4, ""man_made"": 3, ""layer"": 3, ""waterway"": 3, ""addr:country"": 2, ""source"": 2, ""name"": 2, ""bridge"": 2, ""tower:type"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""internet_access"": 1, ""name:ar"": 1, ""name:fr"": 1, ""opening_hours"": 1, ""shop"": 1, ""natural"": 1, ""ford"": 1, ""leisure"": 1, ""service"": 1, ""tunnel"": 1, ""addr:city"": 1, ""type"": 1}","{""highway"": 125, ""building"": 67, ""name"": 15, ""oneway"": 11, ""source"": 7, ""building:levels"": 7, ""amenity"": 5, ""surface"": 5, ""name:ar"": 4, ""lanes"": 4, ""ref"": 4, ""addr:city"": 4, ""foot"": 3, ""maxspeed"": 3, ""place"": 2, ""natural"": 2, ""shop"": 2, ""operator"": 2, ""operator:ar"": 2, ""operator:fr"": 2, ""operator:wikidata"": 2, ""operator:wikipedia"": 2, ""waterway"": 2, ""ref:ar"": 2, ""landuse"": 2, ""addr:street"": 2, ""bicycle"": 2, ""access"": 2, ""man_made"": 2, ""ele"": 1, ""military"": 1, ""tower:construction"": 1, ""name:en"": 1, ""brand"": 1, ""brand:ar"": 1, ""brand:email"": 1, ""brand:fr"": 1, ""brand:website"": 1, ""brand:wikidata"": 1, ""brand:wikipedia"": 1, ""currency:DZA"": 1, ""fax"": 1, ""operator:email"": 1, ""operator:website"": 1, ""website"": 1, ""sidewalk"": 1, ""boat"": 1, ""horse"": 1, ""name:fr"": 1, ""service"": 1, ""leisure"": 1, ""name:kab"": 1, ""name:kab-Tfng"": 1, ""operator:short"": 1, ""phone"": 1, ""payment:cash"": 1, ""addr:postcode"": 1, ""religion"": 1, ""barrier"": 1, ""healthcare"": 1, ""lit"": 1, ""maxheight"": 1, ""old_ref"": 1, ""smoothness"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
18,unian33,https://www.openstreetmap.org/user/unian33,12910738,3,15071,Russian Federation,JOSM/1.5 (18907 ru),14483,113,3,461,6,3,0,2,0,0,0,0.0,0.0,0.0,0.0,405.0,3.0,0.0,0.0,"{""waterway"": 405, ""intermittent"": 302, ""name"": 22, ""boat"": 6, ""gvr:code"": 6, ""status"": 6}","{""boat"": 3, ""gvr:code"": 3, ""name"": 3, ""status"": 3, ""waterway"": 3, ""natural"": 2, ""type"": 2, ""wikidata"": 1, ""wikipedia"": 1, ""leaf_type"": 1, ""water"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
19,Sparks,https://www.openstreetmap.org/user/Sparks,80285,68,14893,United States of America,"JOSM/1.5 (18907 en),StreetComplete 55.1,Every Door Android 4.1",12097,150,159,2086,389,11,0,1,0,806,14,2062.0,297.0,24.0,87.0,0.0,0.0,3.0,28.0,"{""source"": 2881, ""addr:city"": 2290, ""addr:housenumber"": 2290, ""addr:postcode"": 2290, ""addr:state"": 2290, ""addr:street"": 2290, ""building"": 2062, ""highway"": 24, ""name"": 6, ""surface"": 4, ""addr:country"": 4, ""survey:date"": 4, ""fixme"": 3, ""tiger:cfcc"": 3, ""tiger:county"": 3, ""tiger:reviewed"": 3, ""amenity"": 3, ""ele"": 3, ""gnis:county_id"": 3, ""gnis:created"": 3, ""gnis:feature_id"": 3, ""gnis:state_id"": 3, ""service"": 1, ""religion"": 1, ""wheelchair"": 1}","{""addr:city"": 306, ""addr:postcode"": 306, ""addr:state"": 306, ""addr:street"": 306, ""source"": 306, ""addr:housenumber"": 304, ""building"": 297, ""name"": 98, ""highway"": 87, ""tiger:cfcc"": 45, ""tiger:county"": 45, ""surface"": 41, ""tiger:name_base"": 36, ""tiger:name_type"": 35, ""tiger:zip_left"": 32, ""maxspeed"": 30, ""addr:country"": 29, ""amenity"": 28, ""opening_hours"": 28, ""check_date"": 28, ""sidewalk"": 28, ""lanes"": 27, ""building:levels"": 25, ""tiger:zip_right"": 21, ""roof:levels"": 21, ""wheelchair"": 20, ""ref"": 19, ""phone"": 17, ""website"": 17, ""tiger:reviewed"": 16, ""roof:shape"": 16, ""payment:mastercard"": 15, ""payment:visa"": 15, ""smoothness"": 15, ""oneway"": 15, ""cuisine"": 14, ""delivery"": 13, ""takeaway"": 13, ""tiger:name_base_1"": 13, ""air_conditioning"": 12, ""cycleway"": 12, ""shop"": 11, ""smoking"": 11, ""outdoor_seating"": 11, ""lane_markings"": 10, ""lit"": 10, ""diet:vegetarian"": 9, ""indoor_seating"": 9, ""reservation"": 8, ""internet_access"": 8, ""NHS"": 8, ""bicycle"": 8, ""foot"": 8, ""tiger:name_base_2"": 8, ""tiger:name_direction_suffix"": 8, ""sidewalk:both"": 8, ""drive_through"": 7, ""contact:facebook"": 7, ""source:maxspeed"": 7, ""payment:credit_cards"": 6, ""payment:coins"": 6, ""payment:notes"": 6, ""brand"": 5, ""brand:wikidata"": 5, ""brand:wikipedia"": 5, ""currency:USD"": 5, ""brewery"": 5, ""payment:debit_cards"": 5, ""operator"": 5, ""service"": 5, ""leisure"": 5, ""access"": 5, ""highchair"": 5, ""lanes:backward"": 5, ""lanes:forward"": 5, ""second_hand"": 4, ""bar"": 4, ""check_date:opening_hours"": 4, ""diet:vegan"": 4, ""microbrewery"": 4, ""toilets"": 4, ""toilets:wheelchair"": 4, ""seamark:type"": 4, ""check_date:smoothness"": 4, ""turn:lanes:backward"": 4, ""diet:gluten_free"": 3, ""addr:floor"": 3, ""internet_access:fee"": 3, ""level"": 3, ""contact:instagram"": 3, ""survey:date"": 3, ""stroller"": 3, ""ele"": 3, ""gnis:feature_id"": 3, ""turn:lanes"": 3, ""fee"": 3, ""seamark:small_craft_facility:category"": 3, ""turn:lanes:forward"": 3, ""email"": 2, ""payment:cash"": 2, ""communication:mobile_phone"": 2, ""man_made"": 2, ""tower:construction"": 2, ""tower:type"": 2, ""note"": 2, ""sport"": 2, ""sidewalk:left"": 2, ""sidewalk:right"": 2, ""operator:type"": 2, ""short_name"": 2, ""disused:shop"": 2, ""payment:visa_debit"": 2, ""parking"": 2, ""female"": 2, ""gnis:county_id"": 2, ""gnis:created"": 2, ""gnis:state_id"": 2, ""payment:american_express"": 2, ""payment:discover_card"": 2, ""building:material"": 2, ""building:prefabricated"": 2, ""wikidata"": 2, ""diet:dairy_free"": 2, ""button_operated"": 1, ""crossing"": 1, ""crossing:island"": 1, ""kerb"": 1, ""tactile_paving"": 1, ""traffic_signals:countdown"": 1, ""traffic_signals:sound"": 1, ""colour"": 1, ""emergency"": 1, ""fire_hydrant:position"": 1, ""fire_hydrant:type"": 1, ""pillar:type"": 1, ""water_source"": 1, ""opening_hours:kitchen"": 1, ""entrance"": 1, ""crossing:barrier"": 1, ""railway"": 1, ""cash_in"": 1, ""indoor"": 1, ""tiger:zip_left_1"": 1, ""tiger:zip_right_1"": 1, ""operator:short"": 1, ""operator:wikidata"": 1, ""operator:wikipedia"": 1, ""government"": 1, ""office"": 1, ""gnis:county_name"": 1, ""gnis:reviewed"": 1, ""check_date:fee"": 1, ""park_ride"": 1, ""supervised"": 1, ""male"": 1, ""payment:cheque"": 1, ""isced:level"": 1, ""name:en"": 1, ""preschool"": 1, ""ownership"": 1, ""fixme"": 1, ""official_name"": 1, ""organic"": 1, ""denomination"": 1, ""religion"": 1, ""tourism"": 1, ""name_1"": 1, ""tiger:name_type_1"": 1, ""recycling:batteries"": 1, ""recycling:cans"": 1, ""recycling:cardboard"": 1, ""recycling:clothes"": 1, ""recycling:electrical_appliances"": 1, ""recycling:glass"": 1, ""recycling:glass_bottles"": 1, ""recycling:green_waste"": 1, ""recycling:magazines"": 1, ""recycling:newspaper"": 1, ""recycling:paper"": 1, ""recycling:paper_packaging"": 1, ""recycling:plastic"": 1, ""recycling:plastic_bottles"": 1, ""recycling:plastic_packaging"": 1, ""recycling:scrap_metal"": 1, ""recycling:shoes"": 1, ""recycling:waste"": 1, ""recycling_type"": 1, ""cycleway:both"": 1, ""lanes:both_ways"": 1, ""bridge"": 1, ""layer"": 1, ""maxweight:signed"": 1, ""seamark:bridge:category"": 1, ""seamark:bridge:clearance_height"": 1, ""seamark:bridge:clearance_width"": 1, ""incline"": 1, ""internet_access:ssid"": 1, ""automated"": 1, ""self_service"": 1, ""footway"": 1, ""construction"": 1, ""start_date"": 1, ""type"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
20,DThos,https://www.openstreetmap.org/user/DThos,12435243,16,14187,United States of America,iD 2.27.3,8386,2205,3181,249,41,109,0,2,14,0,37,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,"{""golf"": 249, ""ref"": 6}","{""golf"": 78, ""par"": 12, ""ref"": 12, ""handicap"": 11, ""source"": 10, ""natural"": 6, ""landuse"": 2, ""type"": 2, ""boat"": 1, ""intermittent"": 1, ""waterway"": 1, ""golf_cart"": 1, ""highway"": 1, ""surface"": 1, ""mown"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
21,TheConductor,https://www.openstreetmap.org/user/TheConductor,9489453,6,13820,United States of America,JOSM/1.5 (18822 en),11506,105,1914,213,26,50,4,1,1,17,27,20.0,2.0,44.0,42.0,0.0,0.0,0.0,2.0,"{""natural"": 132, ""highway"": 44, ""building"": 20, ""leaf_type"": 15, ""footway"": 13, ""entrance"": 11, ""landuse"": 9, ""barrier"": 8, ""source"": 7, ""access"": 4, ""name"": 4, ""type"": 4, ""crossing"": 2, ""noexit"": 2, ""lanes"": 2, ""addr:city"": 2, ""addr:housenumber"": 2, ""addr:postcode"": 2, ""addr:state"": 2, ""addr:street"": 2, ""leisure"": 2, ""bus"": 1, ""oneway"": 1, ""surface"": 1, ""layer"": 1, ""sport"": 1}","{""highway"": 42, ""crossing"": 27, ""name"": 12, ""footway"": 8, ""lanes"": 6, ""surface"": 6, ""tiger:cfcc"": 5, ""tiger:county"": 5, ""tiger:name_base"": 5, ""tiger:name_type"": 5, ""tiger:reviewed"": 5, ""addr:state"": 4, ""addr:city"": 4, ""addr:housenumber"": 4, ""addr:postcode"": 4, ""addr:street"": 4, ""service"": 4, ""operator"": 2, ""website"": 2, ""shop"": 2, ""amenity"": 2, ""building"": 2, ""tiger:name_direction_prefix"": 2, ""natural"": 2, ""network"": 1, ""network:wikidata"": 1, ""public_transport"": 1, ""railway"": 1, ""railway:ref"": 1, ""train"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""access"": 1, ""barrier"": 1, ""gnis:feature_id"": 1, ""phone"": 1, ""government"": 1, ""office"": 1, ""leaf_type"": 1, ""type"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
22,Eebie,https://www.openstreetmap.org/user/Eebie,715684,46,13778,Belgium,JOSM/1.5 (18907 nl),9704,723,1241,1690,264,152,1,2,1,2,8,1666.0,227.0,15.0,27.0,0.0,0.0,3.0,18.0,"{""building"": 1666, ""source:geometry:date"": 1655, ""source:geometry:ref"": 1655, ""addr:street"": 410, ""addr:housenumber"": 400, ""highway"": 15, ""name"": 9, ""surface"": 7, ""barrier"": 7, ""smoothness"": 5, ""service"": 5, ""start_date"": 4, ""maxspeed"": 4, ""amenity"": 3, ""historic"": 3, ""inventory:operator"": 3, ""inventory:type"": 3, ""ref:IPIC"": 3, ""source:maxspeed"": 3, ""zone:traffic"": 3, ""crossing"": 2, ""description"": 2, ""tracktype"": 1, ""isced:level"": 1, ""school"": 1, ""check_date"": 1, ""denomination"": 1, ""religion"": 1, ""clt:criteria"": 1, ""clt:inscription_date"": 1, ""clt:restricted"": 1, ""heritage"": 1, ""heritage:operator"": 1, ""heritage:website"": 1, ""landuse"": 1, ""ref:clt"": 1, ""tunnel"": 1, ""inventory:website"": 1, ""type"": 1}","{""building"": 227, ""addr:street"": 201, ""source:geometry:date"": 196, ""source:geometry:ref"": 196, ""addr:housenumber"": 191, ""addr:city"": 101, ""addr:postcode"": 101, ""name"": 59, ""start_date"": 31, ""highway"": 27, ""historic"": 26, ""inventory:operator"": 26, ""inventory:type"": 26, ""ref:IPIC"": 25, ""surface"": 20, ""amenity"": 18, ""description"": 15, ""alt_name"": 8, ""maxspeed"": 8, ""smoothness"": 8, ""denomination"": 7, ""religion"": 7, ""zone:traffic"": 5, ""traffic_calming"": 4, ""ref"": 4, ""source:maxspeed"": 4, ""isced:level"": 4, ""school"": 4, ""clt:criteria"": 4, ""clt:inscription_date"": 4, ""heritage"": 4, ""heritage:operator"": 4, ""heritage:website"": 4, ""ref:clt"": 4, ""image"": 4, ""website"": 4, ""operator"": 3, ""oneway"": 3, ""tourism"": 2, ""operator:wikidata"": 2, ""clt:restricted"": 2, ""man_made"": 2, ""landuse"": 2, ""phone"": 2, ""opening_hours"": 2, ""tracktype"": 2, ""railway:historic"": 2, ""community_centre"": 2, ""network"": 2, ""route"": 2, ""type"": 2, ""place"": 1, ""inscription"": 1, ""hiking"": 1, ""information"": 1, ""cycleway:left"": 1, ""maxweight"": 1, ""width"": 1, ""old_name"": 1, ""wikipedia"": 1, ""access"": 1, ""fee"": 1, ""parking"": 1, ""natural"": 1, ""water"": 1, ""fixme"": 1, ""craft"": 1, ""cycleway:right"": 1, ""lanes"": 1, ""toll:hgv"": 1, ""informal"": 1, ""trail_visibility"": 1, ""network:type"": 1, ""distance"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
23,rarisan,https://www.openstreetmap.org/user/rarisan,16359068,8,13643,Japan,iD 2.27.3,11695,148,75,1641,77,7,0,0,0,10,7,1484.0,0.0,64.0,61.0,12.0,8.0,19.0,0.0,"{""building"": 1484, ""landuse"": 75, ""highway"": 64, ""source"": 21, ""amenity"": 19, ""layer"": 15, ""name"": 12, ""note"": 12, ""note:ja"": 12, ""source_ref"": 12, ""waterway"": 12, ""bridge"": 7, ""religion"": 6, ""tunnel"": 6, ""man_made"": 5, ""service"": 5, ""shop"": 3, ""historic"": 2, ""shelter_type"": 2, ""playground"": 1, ""community_centre"": 1, ""natural"": 1, ""water"": 1, ""operator"": 1, ""leisure"": 1}","{""highway"": 61, ""source"": 49, ""name"": 9, ""note"": 8, ""note:ja"": 8, ""source_ref"": 8, ""waterway"": 8, ""landuse"": 8, ""layer"": 7, ""place"": 5, ""playground"": 2, ""name:ja"": 2, ""ref"": 2, ""alt_name"": 1, ""alt_name:en"": 1, ""lanes"": 1, ""name:en"": 1, ""official_name"": 1, ""surface"": 1, ""operator"": 1, ""bridge"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
24,takana_zuke,https://www.openstreetmap.org/user/takana_zuke,5903655,29,12543,Japan,iD 2.27.3,9471,954,1657,296,111,31,1,22,0,0,0,160.0,1.0,53.0,77.0,8.0,8.0,0.0,2.0,"{""building"": 160, ""highway"": 53, ""landuse"": 27, ""source"": 18, ""layer"": 12, ""waterway"": 8, ""natural"": 8, ""surface"": 8, ""bridge"": 5, ""tunnel"": 5, ""tourism"": 4, ""note"": 4, ""source_ref"": 4, ""water"": 3, ""name"": 3, ""service"": 2, ""ref"": 2, ""note:ja"": 2, ""source:ja"": 2, ""type"": 1}","{""source"": 86, ""highway"": 77, ""note"": 32, ""source_ref"": 32, ""name"": 25, ""source:ja"": 24, ""natural"": 24, ""type"": 22, ""ref"": 15, ""name:ja"": 8, ""note:ja"": 8, ""waterway"": 8, ""layer"": 7, ""bridge"": 2, ""lanes"": 2, ""amenity"": 2, ""alt_name"": 1, ""alt_name:en"": 1, ""name:en"": 1, ""access"": 1, ""foot"": 1, ""tracktype"": 1, ""building"": 1, ""leisure"": 1, ""surface"": 1, ""restriction"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
25,sannkc,https://www.openstreetmap.org/user/sannkc,1561092,17,12488,United States of America,iD 2.27.3,12299,2,51,112,4,9,10,1,0,0,2,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,"{""natural"": 73, ""landuse"": 36, ""type"": 10, ""water"": 5, ""leaf_cycle"": 4, ""leaf_type"": 4, ""ele"": 1, ""gnis:county_id"": 1, ""gnis:created"": 1, ""gnis:feature_id"": 1, ""gnis:state_id"": 1, ""name"": 1, ""ref:US:NID"": 1, ""waterway"": 1, ""generator:method"": 1, ""generator:output:electricity"": 1, ""generator:source"": 1, ""generator:type"": 1, ""location"": 1, ""power"": 1, ""building"": 1}","{""source"": 3, ""crossing"": 2, ""crossing_ref"": 2, ""highway"": 2, ""natural"": 2, ""landuse"": 2, ""name"": 2, ""crossing:island"": 1, ""tactile_paving"": 1, ""button_operated"": 1, ""ele"": 1, ""gnis:county_id"": 1, ""gnis:created"": 1, ""gnis:feature_id"": 1, ""gnis:state_id"": 1, ""type"": 1, ""water"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
26,DannyMcD,https://www.openstreetmap.org/user/DannyMcD,5789626,36,12055,Canada,"JOSM/1.5 (18907 en),Rapid 2.2.0,iD 2.27.3",9984,56,15,1988,12,0,0,0,0,26,14,1976.0,0.0,12.0,10.0,0.0,0.0,7.0,5.0,"{""building"": 1976, ""source"": 1576, ""name"": 19, ""shop"": 16, ""highway"": 12, ""service"": 11, ""amenity"": 7, ""cuisine"": 3, ""brand"": 2, ""brand:wikidata"": 2, ""office"": 2, ""beauty"": 1, ""tourism"": 1}","{""name"": 20, ""highway"": 10, ""surface"": 10, ""lanes"": 7, ""brand"": 6, ""brand:wikidata"": 6, ""amenity"": 5, ""shop"": 5, ""brand:wikipedia"": 4, ""lcn"": 4, ""maxspeed"": 4, ""source"": 4, ""attribution"": 3, ""canvec:ROADCLASS"": 3, ""healthcare"": 2, ""wheelchair"": 2, ""name:en"": 2, ""entrance"": 2, ""alt_name"": 2, ""cycleway:left"": 2, ""cycleway:left:oneway"": 2, ""sidewalk"": 2, ""bicycle"": 2, ""canvec:CODE"": 2, ""canvec:STRUCTYPE"": 2, ""canvec:UUID"": 2, ""opening_hours"": 1, ""atm"": 1, ""drive_through"": 1, ""name:fr"": 1, ""official_name"": 1, ""nam"": 1, ""leisure"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:province"": 1, ""addr:street"": 1, ""contact:facebook"": 1, ""name:ar"": 1, ""phone"": 1, ""lit"": 1, ""tracktype"": 1, ""width"": 1, ""natural"": 1, ""landuse"": 1, ""cycleway:both"": 1, ""cycleway:both:buffer"": 1, ""cycleway:both:segregated"": 1, ""cycleway:both:separation"": 1, ""oneway:bicycle"": 1, ""sidewalk:both"": 1, ""source:name"": 1, ""crossing"": 1, ""crossing:markings"": 1, ""cycleway"": 1, ""foot"": 1, ""segregated"": 1}",,2023-12-23 00:00:00+00:00,2023-12-24 00:00:00+00:00
